Rec,Sent,User_ID,Rec_Lang,Sent_Lang
I miss you to babe,"How's my another princess [EMO, 15][EMO, 150][EMO, 30][EMO, 120]ur lil sister ",U15,english,english
Babe I'm your only princess,"[IMAGE], Awwww and what about her [EMO, 30][EMO, 30][EMO, 30][EMO, 105][EMO, 105], [EMO, 83][EMO, 88][EMO, 83][EMO, 88][EMO, 83][EMO, 88][EMO, 17][EMO, 17][EMO, 109][EMO, 109][EMO, 109]",U15,english,english
"[EMO, 25]",Can I call u baby,U15,bilingual,english
Only I could be your princess," Yes baby only you [EMO, 120][EMO, 150]",U15,english,english
"She's not your princess [EMO, 17]","Sorry mi Amor [EMO, 17][EMO, 17]only you forever [EMO, 77]Â[EMO, 120][EMO, 150]",U15,english,english
"You don't want me to be your princess [EMO, 17][EMO, 25], Fine","Yes I want baby Pero Es que tu sister look like a princess cuz she's so cute and adorable no vida[EMO, 150][EMO, 150][EMO, 120][EMO, 150][EMO, 77]Âbut u are the only princess ",U15,english,english
"Babe I'm sad [EMO, 25] you want her not me, [EMO, 17][EMO, 17][EMO, 17][EMO, 17], Fine [EMO, 25][EMO, 25] keep her","No baby you [EMO, 17]",U15,english,english
"[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17], Babe didn't even wanna talk to me otp [EMO, 19]","Okay sorry baby[EMO, 17][EMO, 17]",U15,english,english
"[EMO, 19][EMO, 42], [EMO, 19][EMO, 19][EMO, 19], Next time I won't answer","Why no, [EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30]",U15,english,bilingual
"Cause you didn't wanna talk, That's why u hung up","Es que estaba  busy[EMO, 17][EMO, 17]",U15,english,bilingual
K wat ever,"I mean busy Cuando estaba en el laundry And I called u and u sound like u don't wana talk [EMO, 30][EMO, 30]",U15,english,english
I did but wat ever,"No you durabas muchOÂpara hablar [EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,spanish
Tenia sueÂ–o,"Why [EMO, 17]",U15,bilingual,english
Cause I was mad at you,"Pero stop being mad at me [EMO, 17][EMO, 17][EMO, 17]",U15,english,bilingual
"Okay baby [EMO, 123] , Baby your mineeee [EMO, 121]","Yes baby ima be with you [EMO, 105][EMO, 109][EMO, 150][EMO, 120][EMO, 8][EMO, 83][EMO, 77]Â[EMO, 83], Forever[EMO, 77]Â[EMO, 83][EMO, 77][EMO, 4][EMO, 120][EMO, 109][EMO, 150]",U15,english,english
" [EMO, 77]Â[EMO, 123] my babe "," Yes mi wife[EMO, 77][EMO, 4][EMO, 120]",U15,bilingual,bilingual
" my husband [EMO, 77]Â[EMO, 123]","Yes my world[EMO, 77][EMO, 4][EMO, 83]",U15,english,english
" mi Bebe [EMO, 77][EMO, 128]Â,  negro [EMO, 88][EMO, 128]","Yes baby [EMO, 150][EMO, 77]Â[EMO, 150][EMO, 88]",U15,bilingual,bilingual
" I swear mi  amor your so adorable . Te adoro baby [EMO, 77][EMO, 128]Â . Tu Siempre vas a ser MIO ","Yes mi vida soy tullo [EMO, 120][EMO, 150][EMO, 77]Â[EMO, 88]y te hablo later mi Amor que estoy working [EMO, 120][EMO, 15][EMO, 120][EMO, 77]Â[EMO, 150]",U15,bilingual,bilingual
" okay baby [EMO, 123][EMO, 128] , [IMAGE], I MISS YOU BABE,  negro [EMO, 88][EMO, 8][EMO, 25],  babe [EMO, 31][EMO, 31], ughhhhhh","I still working baby [EMO, 17]",U15,english,english
" OMG babe [EMO, 31][EMO, 31]asks que hora ? , Hasta *","11:00[EMO, 17]",U15,bilingual,bilingual
aye baby why so late ?,"Because I work to 11:00[EMO, 17]",U15,english,english
" oh lord [EMO, 19] baby I miss you , where you work ?","In a C l i n i c [EMO, 15]",U15,english,bilingual
"I miss you,  dique tu Estas working pero nada mas te veo changing your kik profile pic , wow baby Tato",La cambie casi aora baby y Ya termine Im apagando las luces de aki de la clinica mi Amor,U15,english,spanish
" Si claro [EMO, 42] yo SE que Si ","Wyd bestie [EMO, 15]",U15,spanish,bilingual
na,"Go clean the kitchen [EMO, 30]",U15,other,english
" [EMO, 19]","[EMO, 8][EMO, 8][EMO, 8]",U15,bilingual,bilingual
[IMAGE],How's your mom baby,U15,other,english
fine .,"Yes [EMO, 15][EMO, 120][EMO, 15][EMO, 109][EMO, 83]",U15,bilingual,bilingual
" [EMO, 42]","[EMO, 120][EMO, 77][EMO, 8][EMO, 8][EMO, 8]",U15,bilingual,bilingual
" dubbbbb [EMO, 42]","Love u too[EMO, 71][EMO, 15][EMO, 77]Â[EMO, 150][EMO, 120]",U15,bilingual,english
" dubbbbbbb [EMO, 42][EMO, 19]"," Te kiero baby[EMO, 15][EMO, 120][EMO, 150][EMO, 77]Â",U15,bilingual,bilingual
" dubbbbb [EMO, 42][EMO, 19][EMO, 109] pero yo a ti te Kiero tambien ","You love be mad at me [EMO, 15][EMO, 150][EMO, 8][EMO, 120]",U15,spanish,bilingual
" dubbbbb wtf [EMO, 19]","Te amo[EMO, 150][EMO, 8][EMO, 120][EMO, 150][EMO, 109]",U15,bilingual,bilingual
"  DUBBBB [EMO, 131] pero  yo tambien ","Yes [EMO, 15][EMO, 71]yuppie yupie [EMO, 8][EMO, 8][EMO, 8][EMO, 120][EMO, 120][EMO, 83][EMO, 83]",U15,spanish,bilingual
" I wanna be your wcw tmm [EMO, 42],  dubbbbbb wtf bye [EMO, 19]","Yes baby[EMO, 109][EMO, 15][EMO, 8]",U15,bilingual,bilingual
yes what,Wcw,U15,english,other
" [EMO, 42][EMO, 42][EMO, 42][EMO, 116]Â","[EMO, 15][EMO, 77]Â[EMO, 150][EMO, 109][EMO, 83][EMO, 120]",U15,bilingual,bilingual
"[EMO, 19][EMO, 19][EMO, 19][EMO, 42][EMO, 123][EMO, 39] .  Te quiero tambien ,  dubbbb [EMO, 19][EMO, 19] ","[EMO, 116]Â[EMO, 121][EMO, 128], Yes [EMO, 150][EMO, 77]Â[EMO, 83], [EMO, 8][EMO, 8][EMO, 8][EMO, 8]",U15,spanish,bilingual
" no . [EMO, 42] leave me alone  I'm mad at you TF ,  [EMO, 25][EMO, 31]","[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 117]",U15,english,bilingual
" [EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 42][EMO, 3][EMO, 25]","[EMO, 117][EMO, 17][EMO, 109]",U15,bilingual,bilingual
" In jus kidding mi amor . [EMO, 88][EMO, 109] te Kiero [EMO, 116][EMO, 128]Â[EMO, 77]Â, you my baby, Mio solo, mi AMORRRR","Awwww[EMO, 8][EMO, 8][EMO, 8][EMO, 8][EMO, 8][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 15][EMO, 15][EMO, 15][EMO, 71][EMO, 71][EMO, 71][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 88][EMO, 88][EMO, 88][EMO, 88][EMO, 83][EMO, 83]",U15,bilingual,spanish
" te Kiero more [EMO, 109][EMO, 116]Â,  Negrooo [EMO, 25], babyyy,  [EMO, 25][EMO, 25][EMO, 25][EMO, 25][EMO, 42][EMO, 42][EMO, 42]","Yes wife [EMO, 150][EMO, 15][EMO, 71]",U15,bilingual,bilingual
" my husband [EMO, 77]Â[EMO, 120] but baby que tu hace ? ","Laying down [EMO, 2], U wana Join ?[EMO, 71][EMO, 150][EMO, 2][EMO, 120]",U15,english,english
" yeah [EMO, 116]Â,  NEGRO [EMO, 17]","Come[EMO, 2][EMO, 2][EMO, 120][EMO, 150]",U15,bilingual,bilingual
" I wish I was your princess [EMO, 109][EMO, 25]. ,  you have another wife [EMO, 19][EMO, 17]","Yes you are baby [EMO, 2][EMO, 15][EMO, 120][EMO, 83]and come to laying down with me [EMO, 2][EMO, 120][EMO, 150]",U15,english,english
" you have another girl [EMO, 25]. And I'm sad , tu no me Kiere,  [EMO, 25], you have somebody else","[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 150]",U15,english,bilingual
"  yo hago lo que Kiero [EMO, 19] and baby you to cute [EMO, 123],  FOH you my baby regardless [EMO, 123] ","Yes [EMO, 88][EMO, 71][EMO, 83][EMO, 120][EMO, 150][EMO, 2], Amor mi pedasito se cielo [EMO, 8][EMO, 71][EMO, 150][EMO, 120]",U15,english,spanish
"puedo decir lo que Kiera como Kiera tu ere Mio so no import,  y dime baby [EMO, 77]Â","Yes baby only yours [EMO, 2][EMO, 120][EMO, 150], I want you to be here with me [EMO, 2][EMO, 120][EMO, 83]",U15,spanish,english
" I better be your only girlfriend [EMO, 88][EMO, 123][EMO, 39]. Fohhhh more .   Y yo tambien Kiero que tu Estes here w me [EMO, 77]Â[EMO, 83][EMO, 39]. ,  your contact name is "" mi Amor[EMO, 77][EMO, 128]Â[EMO, 92]""","Ummmm que me vas a dar Si estubiera with you right now ?[EMO, 71][EMO, 83][EMO, 2][EMO, 150]",U15,english,bilingual
" everything you want [EMO, 83][EMO, 39]","Like what baby[EMO, 2][EMO, 83][EMO, 120][EMO, 150]",U15,english,english
Eso sabes tu what you want,"Idk you tell me baby[EMO, 2][EMO, 83][EMO, 120]",U15,bilingual,english
you know baby Eso sabes tu lo que tu Kiera,"Yes Pero Si Es a tu manera que me dieras ?[EMO, 15][EMO, 71][EMO, 83][EMO, 120][EMO, 150]",U15,bilingual,spanish
todo lo posible,"PO Invitame a tu Casa [EMO, 15][EMO, 71][EMO, 83][EMO, 120][EMO, 150][EMO, 15]",U15,spanish,spanish
" [EMO, 121][EMO, 8]","Invitame baby [EMO, 120][EMO, 150][EMO, 15][EMO, 83][EMO, 120][EMO, 2]",U15,bilingual,bilingual
un dia deto,"Cuando [EMO, 17][EMO, 150][EMO, 83]",U15,bilingual,spanish
" cuando [NAME, 4] se mejore . I'm her babysitter my mom works ","Awww Pero puedo ir Un rato en la  maÂ–ana baby a pasarla contigo por like    Una hora [EMO, 15][EMO, 120][EMO, 150][EMO, 83][EMO, 17]",U15,bilingual,spanish
Si pero la Otra semana," You gonna be at the school [EMO, 17][EMO, 17]",U15,spanish,english
yeah but so what,I can't go to your house if u gona be at the school,U15,english,english
"In the morning you can, wydddd","Here in my bed, Without clothes [EMO, 15][EMO, 120][EMO, 83][EMO, 150]",U15,english,english
" ohhhhh okay [EMO, 121][EMO, 83]. But baby my head hurts ,   WHY YOU NOT RESPONDING TF [EMO, 42][EMO, 19] ,  vete pa YA [EMO, 19], night, DUB","[EMO, 17][EMO, 17][EMO, 17][EMO, 17], Me llegan los mensajes late [EMO, 30][EMO, 30]I don't have a lot service [EMO, 17], Here",U15,english,bilingual
" ven con lo cuentos ahora [EMO, 42][EMO, 109]. "," No voy a decir nada cuz I don't wana fight [EMO, 17][EMO, 17]",U15,spanish,bilingual
" mierda es [EMO, 19]","Me vas a matar[EMO, 17][EMO, 17][EMO, 17]",U15,spanish,spanish
" [EMO, 2][EMO, 4], sigue  hablando con Ella","Don't start [EMO, 17][EMO, 17][EMO, 17]",U15,spanish,bilingual
" no te apure [EMO, 109]. SIGUE hablando con tu princessa [EMO, 109] ","Wow no hablo con nadie [EMO, 17][EMO, 17][EMO, 17]odio Cuando no me Kieres creer la Verdad [EMO, 117][EMO, 117]",U15,bilingual,spanish
" ay que chiste [EMO, 19] . Sigue ahi con tu mujer","Mi mujer eres tu Pero me vas a matar de tanto que peleas [EMO, 17][EMO, 117]",U15,spanish,spanish
no estoy peliando estoy diciendo la verdad FOH,"[EMO, 117][EMO, 17]",U15,spanish,bilingual
" ahi Si [EMO, 3][EMO, 19][EMO, 109]. Dique [EMO, 42] . No me hagas GTFOHH ,  [EMO, 19][EMO, 19][EMO, 19][EMO, 19]","[EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19]",U15,bilingual,bilingual
" [EMO, 19][EMO, 19][EMO, 19][EMO, 42], [IMAGE]","[EMO, 17][EMO, 17][EMO, 117][EMO, 117][EMO, 17][EMO, 17][EMO, 117][EMO, 117]",U15,bilingual,bilingual
" [EMO, 2][EMO, 2][EMO, 4][EMO, 42][EMO, 42][EMO, 42]"," [EMO, 117]",U15,bilingual,bilingual
" [EMO, 109][EMO, 131][EMO, 2][EMO, 42][EMO, 31], exactly my point","No [EMO, 19][EMO, 19][EMO, 19]",U15,english,bilingual
" FOHHH "" baby "" [EMO, 42][EMO, 42]","[EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,bilingual
"  [EMO, 42][EMO, 42][EMO, 42][EMO, 42][EMO, 42][EMO, 17],  que "" husband "" [EMO, 42], NOW you IGNORING me, K, I'll do the same","[EMO, 17][EMO, 17][EMO, 117][EMO, 117][EMO, 17][EMO, 17][EMO, 117][EMO, 117]",U15,english,bilingual
" OYEEEE ESO dique yo Siempre te ignoro . [EMO, 19] , que te perdone DIOS mijo","[EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,spanish,bilingual
" you kno why I'm like this asi que [EMO, 19]","[EMO, 17]",U15,english,bilingual
" cause I feel like you got somebody else [EMO, 109][EMO, 19], and I don't wanna get hurt, cause I really like you","I like you too and I never gonna play with your heart baby[EMO, 17][EMO, 17][EMO, 150][EMO, 150]",U15,english,english
" but I feel like you have someone else [EMO, 19]","No baby i don't [EMO, 17]i swear on my mom[EMO, 17]",U15,english,english
" idk [EMO, 19], your too cute n you probably have some one else","[EMO, 17][EMO, 17][EMO, 150][EMO, 150][EMO, 150][EMO, 120][EMO, 120][EMO, 17][EMO, 17]",U15,english,bilingual
" idk that's what you saying . [EMO, 19] pero yo se que si ,  look at you [EMO, 17] you too fucking cute so yo se que  I'm not the only one","[EMO, 17][EMO, 150][EMO, 17][EMO, 17][EMO, 150][EMO, 17]",U15,english,bilingual
" okay baby but how do I kno you telling the truth [EMO, 19] n you said you think so you could easly have somebody else,  [EMO, 25][EMO, 25][EMO, 25][EMO, 131], exactly that's why YU not responding","[EMO, 17][EMO, 17][EMO, 17]",U15,english,bilingual
" [EMO, 17][EMO, 17][EMO, 17][EMO, 19] ","[EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,bilingual
" idek [EMO, 2] ","Te kiere mi vida [EMO, 150][EMO, 17][EMO, 120]",U15,bilingual,bilingual
"  [EMO, 17][EMO, 17][EMO, 17][EMO, 17]. No you don't","I do baby [EMO, 17]",U15,bilingual,bilingual
" prove it [EMO, 19]","When I be in person with you Ima show u my all love cuz yo demuestro con hechos [EMO, 150][EMO, 120][EMO, 83][EMO, 150][EMO, 71]",U15,bilingual,bilingual
" [EMO, 19][EMO, 3], then idk , I still think you talk to Otra","No[EMO, 17][EMO, 17]Diablo ",U15,english,bilingual
"que Diablo que ?,  [EMO, 88][EMO, 31],  don't talk to me like that [EMO, 19],  tf [EMO, 42]","[EMO, 17]",U15,english,bilingual
" alright babe but you dead ass do [EMO, 19]. , I heard you do","No baby I don't have actitud with you mi Amor [EMO, 109][EMO, 150][EMO, 83][EMO, 120][EMO, 8]",U15,english,english
"  you did [EMO, 19]smhh ","[EMO, 150][EMO, 150][EMO, 150][EMO, 150]",U15,bilingual,bilingual
" aha Si , y yo a ti negro [EMO, 17] even tho I'm upset ag yu , at *","[EMO, 120][EMO, 2][EMO, 120]",U15,english,bilingual
when ever I believe you only talk to me,"Okay [EMO, 17][EMO, 17]",U15,english,bilingual
" [EMO, 17][EMO, 17][EMO, 17][EMO, 109]","Tu era muy bonita baby[EMO, 150][EMO, 71][EMO, 120][EMO, 88][EMO, 77]Â",U15,bilingual,bilingual
era ? Oh soy ?,"Eres baby[EMO, 150][EMO, 71][EMO, 83], Podemos tener lindos hijos [EMO, 150][EMO, 71][EMO, 15][EMO, 120][EMO, 83], Cuz you[EMO, 15][EMO, 83][EMO, 109]",U15,bilingual,spanish
" gracias babe [EMO, 128][EMO, 121] so are you ","Awwww yes baby but Como tu no hay baby, Can I ask u something ?",U15,bilingual,english
" sure ,, ask me",You smoke ?,U15,english,english
"nothing more then hookah, why ?","Okay baby just asking cuz I don't girl que fuman cuz I want una relacion 100% limpia baby con nada
Malo [EMO, 150][EMO, 77][EMO, 4][EMO, 120]",U15,english,bilingual
" you don't mind me smoking hookah ? [EMO, 88]","No baby hooka is good [EMO, 8][EMO, 15][EMO, 150]",U15,english,english
"  write through voice notes i like hearing you [EMO, 121], and okay good [EMO, 8][EMO, 8], your so adorable","[EMO, 8][EMO, 71][EMO, 150]",U15,english,bilingual
" Si mi amor [EMO, 121] I understand baby,  awe baby yes I know [EMO, 77]Â I love you too","[EMO, 15][EMO, 109][EMO, 150][EMO, 83][EMO, 120]",U15,english,bilingual
" [EMO, 120][EMO, 77][EMO, 128]Â. Wow baby so cute ,  [EMO, 126][EMO, 113][EMO, 120]","[EMO, 88][EMO, 71][EMO, 120][EMO, 83][EMO, 150][EMO, 8]",U15,english,bilingual
" aweeee que Lindo mi amor , tu tambien Negrooo Lindo . Te adoro baby [EMO, 128][EMO, 77]Â[EMO, 121].,  te Kiero more [EMO, 120][EMO, 8]","Te adoro mas my wife [EMO, 71][EMO, 150][EMO, 77]Â",U15,spanish,bilingual
" my husband [EMO, 128][EMO, 77]Â. God bless you baby . ,  [EMO, 39][EMO, 77][EMO, 8][EMO, 8][EMO, 120]","Amor de mi vida Amor de [[NAME, 6] Cuando sueÂ–o contigo no kiero despertar [EMO, 15][EMO, 71][EMO, 150][EMO, 83][EMO, 120]",U15,english,spanish
" awe [EMO, 128] wow moi que baby tan bonito que tengo yo . Mi amor [EMO, 120],  mi esposo [EMO, 128]","You see that I really like you [EMO, 71][EMO, 15][EMO, 150][EMO, 83][EMO, 120]",U15,bilingual,english
"lo estoy viendo mi babe .,  [EMO, 121], baby I sent my one more voice note ? I love hearing my husband, sent *","I want me to sent u one, Or u sent one ?[EMO, 88]",U15,english,bilingual
" you sent me baby [EMO, 128],  [EMO, 123][EMO, 77]Â[EMO, 77][EMO, 128]Â","[EMO, 15][EMO, 71][EMO, 91][EMO, 8][EMO, 120][EMO, 77]Â[EMO, 88][EMO, 2][EMO, 109][EMO, 15][EMO, 71]",U15,english,bilingual
" [EMO, 128][EMO, 77]Â[EMO, 77]Â[EMO, 77]Â[EMO, 121] awe baby I swear mi amor I like you so much [EMO, 116]Â[EMO, 123],  my heart [EMO, 128][EMO, 77]Â","Yes baby [EMO, 15][EMO, 109][EMO, 71][EMO, 150]",U15,english,bilingual
" [EMO, 120][EMO, 77][EMO, 8]. So cute ,  babyyyy [EMO, 120]?","Yes wife [EMO, 15][EMO, 71][EMO, 109][EMO, 150]",U15,english,bilingual
" I adore you [EMO, 120], gimme kiss","[EMO, 15][EMO, 71][EMO, 88][EMO, 77]Â[EMO, 120]",U15,bilingual,bilingual
" thank you my love [EMO, 77][EMO, 8][EMO, 8]  ,  [EMO, 126][EMO, 2]Â, baby dead ass mi amor  i wouldn't trade you for nothing in the world","[EMO, 15][EMO, 77]Â[EMO, 150][EMO, 120][EMO, 15][EMO, 83][EMO, 8][EMO, 120][EMO, 150][EMO, 15][EMO, 71][EMO, 77]Â",U15,english,bilingual
" awe mi baby [EMO, 77][EMO, 128]Â[EMO, 123]. Thank you no vida te adoro . I'm falling more for you too baby boy . Te amo Negro . [EMO, 116]Â tu tiene mi corazon . Only you babe [EMO, 121][EMO, 77][EMO, 128]Â[EMO, 92][EMO, 128], mi *,  [EMO, 121], babe","Awe yes baby thank you por tus palabrasÂtan Bellas mi vida [EMO, 15][EMO, 71][EMO, 150][EMO, 83]",U15,english,bilingual
" de nada mi amor [EMO, 121]","Baby kiero ir a verte alla [EMO, 17][EMO, 17][EMO, 17], Invitame [EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,bilingual
el Domingo ?,"No baby I work the whole day Sunday [EMO, 17][EMO, 17]",U15,bilingual,english
that's the only day I'm not busy babe,"[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 83][EMO, 120][EMO, 120][EMO, 150]",U15,english,bilingual
" si baby pero yo no la cuido en mi casa . I take care of her en [PLACE, 6] ,  don't leave me on read [EMO, 19],  nvm baby . [EMO, 3] and because my grandma is sick so I can't leave [NAME, 4] home alone I have to bring her to [PLACE, 6] w me, BABYYYYY","[EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 106]Â[EMO, 150][EMO, 120]",U15,english,bilingual
"I need to ask my mom baby cause she's w cancer so I can't be leaving her sola, BABEEEE, babyyy","[IMAGE], [EMO, 83][EMO, 120][EMO, 2][EMO, 90][EMO, 91][EMO, 84][EMO, 77][EMO, 83]",U15,english,bilingual
I know baby yo tambien quiero verte pero the day I'm not busy is Sunday,"[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,bilingual
"negro, I know baby pero yo no se si yo puedo cause she's 100 years old, babe","Ok[EMO, 17][EMO, 17], [EMO, 17][EMO, 17][EMO, 17], [EMO, 17][EMO, 17][EMO, 17][EMO, 17], [EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17], [EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17], [EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,english,bilingual
"baby stop,  [EMO, 19][EMO, 17], baby, MORE, MI AMOR, NEGRO,  [EMO, 88][EMO, 88][EMO, 88][EMO, 88]","I just want to see you [EMO, 17]",U15,bilingual,english
" okay baby yo tambien mi amor [EMO, 17] maybe el lunes , Si tu quieres, babe","What time [EMO, 88]",U15,spanish,english
"afternoon, baby tu me Kiere ?, aye DIOS baby tu Siempre, TF,  [EMO, 19][EMO, 19]","[EMO, 117][EMO, 117]",U15,bilingual,bilingual
"baby yo no se yo te dejo saber para el lunes, Diablo, I wanted the fucking afternoon babe, baby,  [EMO, 88], BABEEEE, babyyy, BABEEEE,   you fell asleep w out telling me [EMO, 19] oh lord , night","I fall asleep last night bab[EMO, 17][EMO, 17]and I wana sleep ima text u when I wake up baby[EMO, 88][EMO, 150][EMO, 120][EMO, 120]",U15,english,english
"ok babe,   mi amor you still sleeping ? [EMO, 88][EMO, 17], baby wake up coÂ–o,  why somebody put dique "" bae [EMO, 2]"" under your picture. Smh you have somebody else [EMO, 25]","Good morning baby[EMO, 8][EMO, 71][EMO, 83][EMO, 150][EMO, 150]and Lmaooo I don't have nobody else [EMO, 17], They comment baby a lot [EMO, 17]",U15,english,english
" yeah ok [EMO, 19][EMO, 42][EMO, 17], DUB","[IMAGE][IMAGE][IMAGE], You are the one who got my heart [EMO, 71][EMO, 17][EMO, 17][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17], IDC about the comments baby [EMO, 17][EMO, 17][EMO, 17]",U15,bilingual,english
" well she put "" bae "" [EMO, 19]","But idk who's her baby you fight for everything [EMO, 17]",U15,bilingual,english
cause I get jealous TF,"I know baby Pero I'm not cheating on you [EMO, 17][EMO, 17][EMO, 17]",U15,english,english
"you are,  [EMO, 17][EMO, 17]","I'm not baby [EMO, 17][EMO, 17][EMO, 117][EMO, 117]",U15,bilingual,bilingual
"  yes you are [EMO, 17][EMO, 17][EMO, 17]","I swear on my mom[EMO, 117]que no estoy engaÂ–andote[EMO, 17]",U15,bilingual,bilingual
"  idkkkk [EMO, 17]","[EMO, 17], [IMAGE], Now",U15,english,english
" [EMO, 17][EMO, 19][EMO, 19][EMO, 19][EMO, 19],  so what [EMO, 42] you probably talk to one of them [EMO, 3], [EMO, 19]*","No Diablo I don't like like que dudes de maciado[EMO, 17], [EMO, 117]",U15,english,spanish
" [EMO, 17][EMO, 19][EMO, 42][EMO, 42][EMO, 42] kedate con Ella ","No [EMO, 39][EMO, 39]u are my girl [EMO, 39][EMO, 39]",U15,bilingual,bilingual
no go stay with her,"Diablo te dije que no estoy with another duckigm girl [EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39][EMO, 39]relax ",U15,english,bilingual
"yes you are and don't fucking talk to me like that wtf bye,  [EMO, 19][EMO, 42] , talk to her like that NOT me FOH bye"," Tu me ases sentir muy mal [EMO, 117][EMO, 17][EMO, 117][EMO, 17]I told u the first day and look u got 3 days in the same problem [EMO, 17][EMO, 17][EMO, 117][EMO, 117] 
Okay [EMO, 17][EMO, 17]text me Cuando tu no creas que me vas a hablar mal[EMO, 17][EMO, 117]and ima be here waiting for you [EMO, 17][EMO, 117][EMO, 117][EMO, 120]",U15,english,english
" You can keep waiting [EMO, 42][EMO, 19] cause I ain't texting you , Look at how you talking to me Tf, So asi ES que tu me Kiere entonce [EMO, 42] no me Kiera NA if that's how you gonna be talking to me , and no Tf you ain't going NO FUCKING WHERE. You staying here Tf","[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17] [EMO, 17]",U15,english,bilingual
read ? Tato,U didn't get the voice note ?,U15,bilingual,english
NO,Can I call u in 5 minutesÂpara decirte algo ?,U15,other,bilingual
Ok wat ever,Ima call u  wait,U15,english,bilingual
K,"[EMO, 17][EMO, 17][EMO, 17]",U15,other,bilingual
" you hung up [EMO, 88]","No baby u[EMO, 17]",U15,english,bilingual
"no I didn't,  babe ? [EMO, 19]","That girl is my friend baby[EMO, 15][EMO, 15][EMO, 15]look I said u my wife [EMO, 71][EMO, 83][EMO, 150][EMO, 8][EMO, 2]",U15,english,english
" she annoying [EMO, 42] and ok baby","No she's is like a sister and she's annoying cuz la kiero matar [EMO, 3][EMO, 83][EMO, 3]",U15,english,english
" [EMO, 3][EMO, 42] oh lord ","Yes mi Amor you are mine right ??[EMO, 15][EMO, 150][EMO, 83][EMO, 120]",U15,bilingual,english
" all yours babe [EMO, 128],  [EMO, 128][EMO, 128][EMO, 128][EMO, 128][EMO, 121]","Yes my pedasito de Cielo[EMO, 150][EMO, 6][EMO, 83][EMO, 71]",U15,bilingual,bilingual
" te amo baby [EMO, 123][EMO, 77]Â","I Love you too Princessa [EMO, 2][EMO, 15][EMO, 150][EMO, 83][EMO, 120][EMO, 8][EMO, 15][EMO, 88][EMO, 8]",U15,bilingual,english
" awe I'm your princess ? [EMO, 17][EMO, 128][EMO, 121][EMO, 2][EMO, 2][EMO, 2][EMO, 77]Â","Yes and my[EMO, 92]Â™Queen[EMO, 15][EMO, 120][EMO, 116]Â[EMO, 123][EMO, 128][EMO, 92][EMO, 92][EMO, 92]",U15,english,bilingual
" awe [EMO, 116]Â,  baby [EMO, 77]Â","Baby[EMO, 15][EMO, 109][EMO, 150][EMO, 120]",U15,english,bilingual
" wyddddd mi amor [EMO, 109][EMO, 120]","Here in my dads house [EMO, 6][EMO, 120][EMO, 83][EMO, 109]",U15,bilingual,english
"  don't talk to me , ,  that's why I said I think your cheating smh [EMO, 17]","Porke [EMO, 17][EMO, 17][EMO, 17][EMO, 17]",U15,english,english
"those comments ? Wow,  [EMO, 109]","Cuales Baby ?[EMO, 17][EMO, 17]",U15,english,spanish
"go talk to your other girl, seems like you have another one so stay with her, tell your friend thank you","Olle ella always play like that with me [EMO, 17][EMO, 17][EMO, 117][EMO, 117]u don't know her that's why y acting like that[EMO, 17]",U15,english,english
" yeah those excuses [EMO, 42]"," Look ima comment [EMO, 17]",U15,english,english
